folder name,file name,lifelines,messages,nesting_depth,cyclomatic_complexity,cohesion,coupling,completeness,clarity
US BERTSUM,004_Library_Management_System_119.txt,0,13,0,15,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,003_Library_Management_System_115.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,099_unibath_26.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,024_Restaurant_Management_System_199.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,093_rdadmp_14.txt,3,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,052_cask_32.txt,2,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,076_mis_53.txt,0,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,043_alfred_39.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,018_Library_Management_System_85.txt,0,23,0,25,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,085_openspending_46.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,095_scrumalliance_47.txt,1,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,090_racdam_4.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,100_zooniverse_27.txt,0,16,0,18,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,041_alfred_107.txt,3,14,0,16,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BERTSUM,023_Restaurant_Management_System_189.txt,3,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,048_badcamp_42.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,083_openspending_36.txt,3,5,0,7,High,High,Incomplete (missing responses),Medium/Low
US BERTSUM,096_scrumalliance_60.txt,0,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,001_Library_Management_System_106.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,097_scrumalliance_87.txt,0,14,0,16,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,016_Library_Management_System_333.txt,2,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,051_cask_20.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,032_Restaurant_Management_System_304.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US BERTSUM,028_Restaurant_Management_System_282.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,050_badcamp_65.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,007_Library_Management_System_181.txt,3,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,045_alfred_72.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,013_Library_Management_System_308.txt,0,2,0,4,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,020_Restaurant_Management_System_136.txt,0,11,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,029_Restaurant_Management_System_287.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,014_Library_Management_System_312.txt,0,11,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,015_Library_Management_System_318.txt,4,8,0,11,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BERTSUM,084_openspending_37.txt,3,32,1,36,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,035_Restaurant_Management_System_319.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,021_Restaurant_Management_System_161.txt,2,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,088_planningpoker_2.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,077_mis_65.txt,3,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BERTSUM,055_cask_9.txt,4,6,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,079_neurohub_20.txt,0,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,073_mis_11.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,092_racdam_71.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,078_neurohub_101.txt,2,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,006_Library_Management_System_172.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,062_datahub_57.txt,4,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,011_Library_Management_System_291.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,046_alfred_89.txt,4,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,063_duraspace_27.txt,4,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BERTSUM,037_Restaurant_Management_System_339.txt,0,15,0,17,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,010_Library_Management_System_289.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,056_culrepo_19.txt,0,16,0,18,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,057_culrepo_22.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,025_Restaurant_Management_System_201.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US BERTSUM,087_planningpoker_18.txt,4,7,0,9,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BERTSUM,058_culrepo_3.txt,4,14,0,16,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,002_Library_Management_System_113.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,075_mis_30.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,094_rdadmp_43.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,033_Restaurant_Management_System_31.txt,3,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BERTSUM,074_mis_27.txt,0,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,038_Restaurant_Management_System_340.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,040_alfred_106.txt,3,8,6,17,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,070_frictionless_18.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,082_openspending_14.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
